V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228
4,18,33,22,6,3,33,9,347,1,3,0,6,13,3,1,3,5,4,1,1,10,2,1,285,419,16,2,31,8,2,2,10,7,2,9,2,8,11,2,23,4,9,2,4,2,6,40,3,5,9,8,31,9,2,15,1,2,0,7,13,0,10,1,6,8,0,2,1,3,6,55,12,28,16,6,1,19,22,22,12,4,9,131,9,10,2,10,11,6,2,5,3,21,7,2,5,4,40,12,0,83,1,39,3,0,37,18,15,4,10,3,53,6,327,88,22,2,2,1,66,2,9,3,0,6,53,7,73,1,6,0,14,1,2,2,8,0,3,4,0,7,3,3,2,1,6,18,14,7,7,12,9,113,111,13,72,6,12,11,1,39,8,3,2,14,47,1,91,0,12,0,10,19,1,254,1,62,13,5,72,7,37,10,7,11,60,19,13,76,1,9,20,4,10,8,3,2,7,4,0,7,3,1,60,34,31,50,19,18,8,3,41,3,3,2,13,95,13,33,0,4,4,18,62,12,1,12
41,11,24,61,11,3,20,6,319,5,1,1,5,2,4,1,11,4,0,2,4,6,0,2,107,240,5,14,14,5,6,10,2,0,2,7,1,9,4,4,34,7,0,1,2,2,39,30,3,7,4,31,14,7,3,9,0,1,1,7,22,2,4,4,2,6,0,6,0,3,53,143,8,54,23,3,4,62,22,7,20,17,28,13,5,15,2,44,5,7,9,3,1,12,5,1,7,9,55,8,0,27,1,9,13,0,28,15,6,1,4,1,30,13,450,3,9,1,1,0,30,2,0,1,4,3,26,1,7,0,3,1,7,1,1,1,7,0,1,1,0,3,21,4,3,2,9,34,17,6,2,5,15,125,3,17,34,10,2,6,2,61,4,3,45,17,3,3,48,2,10,1,45,2,1,459,3,10,7,24,6,2,18,6,3,6,163,8,11,3,0,3,96,4,7,14,2,7,23,16,28,5,14,0,101,9,23,113,42,13,15,1,30,3,1,1,15,37,4,23,1,2,2,5,71,5,4,7
24,3,9,61,15,7,55,7,102,3,2,2,4,13,0,0,2,3,3,0,1,5,4,1,151,207,13,7,21,4,8,8,13,10,0,11,1,8,26,10,10,10,4,2,8,0,53,20,1,8,20,19,20,1,3,3,0,7,5,2,11,1,13,3,0,5,0,5,1,4,64,5,8,1,6,6,3,36,21,16,26,8,23,431,1,8,1,5,6,8,4,2,2,20,6,1,5,1,77,9,1,59,0,12,2,0,29,16,6,9,4,1,24,605,385,3,5,2,0,0,42,4,16,0,6,3,43,12,14,1,3,4,4,1,68,4,9,0,1,7,0,6,6,7,2,3,13,67,15,5,2,3,21,134,5,13,25,10,2,12,1,7,13,4,7,53,42,2,77,2,9,0,116,3,1,412,4,64,13,57,22,4,38,7,2,13,234,21,6,5,1,2,112,10,10,12,1,10,11,10,33,1,3,6,70,21,23,140,53,14,22,2,40,0,2,6,16,111,1,13,2,4,4,8,115,39,9,9
48,12,21,25,15,0,65,12,116,4,3,2,9,7,4,4,9,15,4,2,12,9,0,3,340,125,9,34,16,12,8,12,0,19,17,9,3,17,5,9,2,13,14,5,9,2,83,62,5,15,18,21,29,4,12,24,9,8,0,3,17,6,6,1,0,12,5,12,1,4,76,59,42,24,21,4,9,122,19,24,32,16,31,53,8,10,1,30,30,5,11,6,8,26,5,5,2,2,174,20,13,33,0,21,17,0,68,679,6,9,7,4,17,296,60,97,1,0,4,0,26,6,13,0,6,1,15,11,47,2,6,1,14,5,57,1,30,0,10,12,0,6,11,12,4,6,18,34,37,12,4,5,32,21,110,18,133,10,9,14,8,44,8,3,29,85,9,3,137,0,10,5,65,30,1,65,19,99,7,44,73,8,23,10,10,21,215,20,9,177,4,2,178,27,19,20,10,5,13,8,15,5,3,1,90,18,34,57,12,19,42,8,93,2,7,2,24,61,1,18,4,6,23,6,203,20,4,20
8,3,13,16,11,6,26,5,194,14,4,1,1,6,0,0,2,3,0,0,3,2,0,3,114,54,18,17,39,7,6,1,11,3,0,17,0,6,22,2,56,6,6,1,4,1,41,26,2,6,3,2,13,1,2,3,1,2,1,7,2,1,10,0,1,0,0,3,2,2,59,14,4,33,13,7,3,24,45,5,19,1,12,7,1,6,1,8,7,13,2,4,3,5,5,2,9,2,58,7,1,7,2,10,9,0,23,212,5,1,1,1,75,173,192,71,0,3,2,1,21,2,8,1,0,3,46,5,5,0,2,0,6,2,35,1,6,1,2,6,1,5,5,4,0,5,9,13,4,6,1,0,11,37,67,7,29,25,2,13,0,33,5,4,2,12,64,3,70,1,4,0,41,43,1,54,1,17,7,7,13,3,14,8,1,6,68,18,16,27,0,4,105,6,2,11,0,5,2,18,2,3,6,0,14,2,13,83,27,7,24,1,31,1,3,4,10,30,0,17,3,0,8,4,97,6,2,7
13,11,10,99,13,10,75,3,245,3,5,3,2,7,3,1,11,11,3,2,4,2,0,6,279,25,18,4,12,10,12,5,12,6,2,10,1,13,6,11,47,7,5,3,5,2,2,54,3,3,11,35,18,3,5,5,2,6,0,4,3,2,14,2,2,4,1,8,1,4,16,117,16,50,10,7,5,81,14,35,24,10,12,288,1,19,2,4,4,14,5,1,3,23,8,7,0,0,11,9,3,142,1,34,10,0,49,267,11,6,5,3,13,560,222,5,23,4,10,1,27,3,26,4,2,2,8,9,8,1,12,0,8,0,40,1,12,2,8,4,0,10,5,7,6,7,4,11,13,10,6,8,15,102,7,8,122,14,6,15,1,3,20,10,23,41,53,0,26,2,11,3,34,26,2,168,7,12,6,10,25,2,36,14,2,20,86,21,20,3,1,3,115,9,7,16,0,4,0,12,32,1,8,0,59,41,13,52,68,17,12,4,40,1,2,2,17,99,0,16,2,1,7,10,10,9,7,20
3,5,9,18,7,4,68,4,204,3,2,1,3,5,3,3,5,10,2,1,2,6,2,1,174,163,8,12,16,3,1,4,22,0,5,3,1,10,6,3,17,3,7,1,0,0,7,44,2,4,3,23,34,11,0,23,1,3,4,4,2,1,17,3,1,7,1,6,0,3,23,2,18,19,19,4,0,35,41,14,33,11,11,18,10,5,4,37,10,3,6,7,2,29,6,6,3,3,7,14,7,1,2,6,15,0,28,17,7,1,12,1,18,523,128,2,1,2,9,2,5,1,26,0,1,6,32,3,19,3,6,1,7,1,38,0,10,0,2,4,0,8,8,5,2,1,10,14,14,6,2,8,8,34,68,3,24,13,1,9,0,2,1,5,24,45,44,2,154,3,5,1,40,20,1,428,2,14,4,31,13,11,33,4,3,6,82,17,2,3,1,4,67,8,8,10,1,1,13,2,3,3,1,0,68,7,15,68,45,10,18,6,45,2,1,2,10,2,6,6,1,2,5,1,55,60,11,11
68,20,47,13,7,4,36,5,197,4,7,3,4,9,7,0,7,7,4,4,1,10,0,5,444,8,5,24,37,14,4,7,17,4,6,16,5,14,27,17,27,5,6,8,1,2,191,56,5,5,11,25,14,6,3,20,1,13,1,0,6,1,14,3,1,1,0,0,5,2,11,7,10,32,13,9,4,52,26,14,41,7,27,204,4,14,4,8,5,8,8,2,3,20,4,1,3,7,94,7,5,6,1,40,30,0,40,428,32,6,0,8,62,2,311,1,3,4,5,1,6,4,8,1,2,3,71,10,52,3,0,2,12,1,62,3,23,2,5,2,1,1,6,6,4,3,18,66,40,9,8,4,8,72,126,4,16,18,8,9,2,14,2,1,39,15,80,1,56,2,15,2,49,20,5,225,0,8,3,52,46,4,35,12,5,14,122,16,10,2,1,12,234,2,11,11,1,1,6,8,15,7,21,2,101,19,37,179,19,4,13,4,39,2,3,1,24,2,6,18,1,7,13,7,168,10,5,8
41,5,18,36,18,2,63,6,414,12,7,1,2,5,6,5,3,12,3,2,5,3,1,1,290,438,22,1,20,11,5,9,11,3,3,3,3,5,5,4,33,6,4,2,1,1,82,34,2,10,30,8,16,3,2,12,3,5,1,9,10,6,30,4,4,1,2,1,2,2,28,59,18,15,9,7,2,0,47,3,39,0,6,11,4,14,3,6,20,4,13,2,5,38,6,2,4,3,17,14,1,42,0,11,11,0,37,454,9,1,9,1,61,463,369,47,10,5,4,0,61,4,17,0,2,4,55,6,27,1,2,5,16,2,29,1,15,1,8,3,1,6,7,10,1,1,12,15,15,3,14,6,10,90,3,6,28,5,2,3,2,34,18,1,11,41,100,2,60,2,6,1,20,32,2,402,2,24,13,21,18,9,3,16,3,6,40,31,7,158,2,4,17,2,7,10,3,2,18,4,3,6,15,1,1,5,21,147,9,12,34,3,42,4,1,3,16,6,3,20,2,1,4,7,151,54,8,16
5,10,31,84,12,0,37,8,379,11,4,2,1,4,5,0,6,3,6,3,4,9,0,2,160,175,14,28,14,11,6,13,15,14,8,2,3,15,11,8,16,16,10,7,3,2,41,66,2,10,5,19,20,13,5,16,3,9,1,5,9,1,21,6,2,13,0,9,0,4,32,0,50,30,27,6,0,1,15,51,32,9,8,421,5,29,1,56,13,3,6,5,3,22,7,12,6,4,110,9,3,82,0,27,3,0,43,368,7,9,2,4,47,332,157,3,16,6,6,5,31,2,11,0,2,8,5,12,75,0,6,1,3,0,5,0,26,5,9,6,1,3,6,5,2,3,8,17,7,1,19,20,22,98,4,5,87,7,11,9,0,11,0,4,23,60,51,6,10,4,4,0,18,4,0,101,8,40,6,20,130,4,28,8,6,20,100,29,25,46,2,4,123,13,10,17,4,10,1,6,11,2,8,5,1,27,8,216,44,18,17,10,75,4,2,1,22,2,1,20,2,6,10,18,5,35,5,8
24,12,7,23,18,2,68,3,422,2,6,1,4,18,6,6,7,7,2,3,4,12,3,1,172,350,16,16,26,11,11,4,13,4,6,15,2,9,33,6,23,9,10,3,4,2,8,38,2,18,1,40,19,1,0,6,6,9,0,3,13,2,2,5,4,4,0,6,2,5,13,98,16,5,33,9,3,63,3,5,27,4,34,9,4,11,3,10,2,16,8,5,3,18,4,6,1,6,77,11,9,36,2,15,0,0,47,359,21,4,1,3,13,331,17,54,10,4,4,3,79,1,5,2,2,5,37,13,27,0,6,5,13,0,54,4,13,3,2,3,0,17,14,6,3,4,18,51,12,13,6,5,35,67,26,16,73,13,11,17,4,31,1,4,13,57,5,0,14,1,11,1,30,96,4,23,3,22,12,21,79,5,37,8,1,2,217,23,1,9,3,3,155,13,10,14,0,4,33,11,25,5,5,3,33,7,12,48,69,8,38,11,32,10,0,3,17,117,2,6,0,1,8,5,84,7,10,16
35,9,11,108,15,1,53,5,216,9,0,3,0,8,6,7,5,8,6,4,1,4,3,1,457,9,22,6,32,10,2,3,9,11,3,7,5,13,3,2,37,3,16,2,2,2,63,41,3,12,7,13,19,4,5,12,0,2,1,1,7,1,11,4,2,12,2,2,0,3,33,73,10,3,17,7,0,4,1,10,40,6,22,7,4,11,1,5,12,3,1,1,3,20,2,9,5,0,28,11,1,40,4,28,5,0,37,38,11,13,6,2,51,315,159,38,10,4,6,1,60,0,16,1,0,6,18,14,64,1,2,4,4,2,3,5,10,5,2,5,0,13,15,5,2,2,17,14,22,4,5,6,8,72,7,9,63,2,3,15,1,30,6,3,3,50,36,0,68,4,11,2,61,7,2,338,3,65,8,5,127,3,27,15,0,8,121,29,6,7,2,7,190,12,11,10,1,4,20,6,18,3,1,0,102,4,16,179,14,13,22,8,42,14,1,3,28,38,10,12,1,4,2,6,3,101,15,21
13,15,14,65,16,3,94,2,36,10,6,0,4,7,5,4,3,6,1,2,2,19,0,1,158,323,15,2,13,7,5,6,3,6,8,10,0,12,23,4,5,3,16,3,8,0,62,28,2,26,7,9,19,6,4,22,2,2,5,3,14,1,17,0,2,9,2,6,3,4,57,38,13,37,40,7,0,136,11,6,37,2,20,5,3,18,9,6,7,3,9,3,2,43,8,1,2,0,112,17,5,5,0,56,3,0,42,17,2,1,1,5,81,350,380,53,19,4,8,1,89,1,11,2,3,5,85,16,50,2,4,0,7,3,35,1,9,1,3,8,0,13,23,3,3,5,16,2,18,3,6,10,22,114,0,12,100,6,9,5,4,41,16,3,60,67,2,2,215,5,10,0,1,54,2,255,5,49,20,23,48,4,42,8,7,10,233,13,7,346,1,5,27,14,18,15,0,7,6,8,1,6,10,5,3,6,7,30,49,23,37,9,49,8,4,2,11,9,1,36,2,2,11,2,107,59,1,10
9,10,21,121,22,5,111,8,199,7,1,2,8,11,3,1,4,14,2,2,4,13,1,8,550,436,20,5,17,15,6,6,20,9,9,7,0,7,4,6,2,5,13,5,7,2,29,38,0,7,18,15,22,3,0,9,2,5,0,0,24,1,3,4,1,4,2,9,2,0,2,84,6,39,7,2,7,28,24,25,22,12,2,23,9,17,1,21,17,9,5,4,6,12,5,0,1,0,17,8,0,122,2,33,0,0,64,463,6,2,2,5,58,263,314,21,1,2,6,2,4,5,20,1,1,2,7,21,8,1,5,0,2,1,38,2,25,1,5,11,0,4,17,5,2,2,13,20,12,10,3,3,26,71,4,14,25,14,6,11,3,59,10,10,38,55,44,1,97,4,12,4,75,5,0,249,1,6,3,21,23,2,30,16,2,5,77,24,1,48,1,15,111,11,5,9,1,18,7,18,33,5,18,3,66,26,12,197,18,12,139,3,55,0,2,0,27,8,3,20,3,2,4,3,113,51,6,19
53,8,14,27,7,2,33,17,414,2,9,3,2,9,4,7,17,6,1,2,1,11,2,6,241,249,16,41,23,18,2,2,7,1,7,18,6,16,50,7,19,4,11,0,6,1,38,64,9,14,22,13,30,29,3,29,0,10,1,6,11,0,17,4,0,5,1,14,0,6,107,82,11,2,25,2,3,131,18,13,19,2,6,455,12,15,3,8,8,9,18,5,3,10,13,7,5,11,99,6,8,76,3,52,2,0,44,289,10,3,8,1,18,12,148,76,23,4,10,1,64,2,14,0,3,7,58,17,64,1,5,2,16,2,4,0,56,0,9,4,0,11,13,8,3,3,6,64,41,9,4,9,19,111,3,9,42,3,9,12,6,55,6,1,24,79,48,1,176,3,10,2,121,25,3,55,3,11,2,67,35,5,30,8,3,4,361,11,8,73,0,0,219,13,12,11,3,4,7,9,33,4,4,1,140,16,15,30,16,15,71,3,53,0,2,1,28,164,2,13,4,4,2,13,185,39,9,11
68,8,26,118,20,1,62,2,38,8,5,1,4,10,2,4,7,2,2,2,4,8,1,3,132,382,13,21,24,13,6,11,16,5,4,8,1,11,8,11,16,7,6,2,6,0,33,23,2,8,27,24,30,2,1,13,3,3,2,6,21,4,13,6,1,2,0,3,2,4,17,26,36,26,21,8,1,73,22,17,53,5,15,214,7,9,1,6,11,4,3,2,2,10,2,8,6,4,173,14,2,46,5,34,5,0,50,16,16,4,4,1,36,6,421,19,1,3,1,4,42,4,11,1,5,0,66,6,34,0,0,1,10,4,30,1,6,2,4,11,0,8,8,9,2,3,23,43,26,6,6,0,23,120,79,19,32,13,1,4,0,30,10,3,47,11,67,0,87,1,10,1,65,59,1,339,8,8,15,28,159,13,27,10,10,8,193,25,4,63,2,12,16,4,6,4,1,2,5,13,8,6,14,1,3,46,22,157,21,21,24,5,58,9,2,1,20,134,3,16,5,5,7,18,115,53,2,18
42,6,30,98,10,4,94,1,29,5,3,4,5,7,3,6,7,5,3,3,3,20,3,5,335,20,24,58,29,8,13,10,4,2,7,16,2,9,28,6,2,12,9,2,1,1,7,39,4,4,14,42,71,18,5,22,0,4,0,5,6,5,3,3,1,10,0,12,2,3,34,2,6,44,27,10,3,37,26,4,38,6,29,277,4,19,1,50,13,9,2,10,6,15,15,2,2,4,156,4,4,58,3,46,9,0,41,20,22,5,3,7,33,469,237,21,1,5,1,5,70,9,15,3,2,12,59,8,84,1,9,5,14,1,55,0,25,0,7,2,0,10,3,1,5,5,23,44,26,8,3,1,28,137,4,4,48,7,6,8,0,43,0,3,17,79,64,0,6,2,15,0,75,46,0,45,6,42,14,13,61,1,35,10,8,13,60,25,25,5,1,3,157,9,14,8,3,4,2,3,51,4,5,0,54,13,28,201,13,24,23,6,47,11,6,2,50,154,6,18,1,7,2,9,145,48,14,16
16,2,12,16,10,4,34,5,89,1,7,4,1,5,2,4,2,6,3,1,1,7,0,1,122,10,7,12,20,6,6,3,2,4,1,8,5,2,6,7,42,5,5,0,3,1,68,24,3,4,11,13,17,23,3,11,4,3,2,3,18,1,11,3,0,6,0,3,1,0,11,65,15,2,18,4,2,32,38,12,19,8,5,13,1,5,0,40,9,12,1,3,0,7,6,0,4,3,24,19,3,61,3,22,5,0,25,272,2,1,1,3,22,296,270,3,11,0,10,2,15,4,11,1,2,5,19,2,10,1,2,1,9,1,23,1,20,1,2,2,0,3,11,3,0,1,13,18,10,7,3,16,10,57,7,23,7,6,0,12,1,17,2,1,3,26,55,2,38,1,6,0,70,26,1,264,1,10,4,7,56,4,11,8,2,9,38,8,6,60,0,5,83,2,7,8,1,8,1,15,11,2,13,1,45,42,12,55,14,6,15,2,40,5,3,2,19,23,7,10,4,5,9,6,78,39,6,4
4,2,13,76,10,3,53,11,254,3,9,2,1,15,3,0,8,2,1,0,4,5,0,4,414,5,22,1,31,14,6,5,15,2,11,14,1,12,13,6,56,11,8,1,3,3,77,46,1,14,40,6,39,13,6,7,0,3,3,2,7,1,13,1,2,6,0,2,3,3,30,119,7,40,63,4,2,2,31,24,43,4,22,130,3,29,4,5,21,12,10,5,4,12,14,6,1,2,99,10,2,60,0,38,2,0,63,442,7,5,4,5,41,172,125,2,3,5,5,3,35,8,14,5,0,8,28,13,42,2,5,3,7,2,90,0,6,1,6,3,0,7,22,7,2,3,19,23,23,10,10,10,36,93,35,11,54,3,0,26,2,5,11,5,6,64,0,3,52,1,18,1,79,4,1,413,2,18,15,21,18,6,39,22,6,2,121,19,3,62,1,8,146,15,5,23,9,15,8,12,2,2,4,3,50,9,28,44,64,12,44,8,101,16,6,0,16,103,2,29,2,6,6,7,173,143,4,8
63,12,30,16,18,2,92,17,475,16,6,1,2,1,3,8,2,15,6,3,3,6,5,5,624,257,21,27,31,12,6,0,14,10,5,15,2,13,20,7,15,3,12,1,4,1,65,28,5,9,9,14,35,6,5,18,2,14,0,4,5,3,22,3,1,5,2,6,2,2,29,99,1,53,11,2,2,36,27,5,12,5,26,14,1,28,1,4,10,7,2,2,8,14,11,13,1,9,23,16,5,147,2,28,30,0,18,678,5,11,10,3,34,29,271,3,3,3,3,1,7,7,10,2,4,3,7,12,81,0,2,4,9,0,67,2,14,1,10,4,0,7,9,2,10,1,17,48,2,11,0,7,13,101,4,0,36,13,4,11,3,51,15,1,66,47,6,0,83,0,18,0,5,11,2,137,1,17,5,69,74,9,4,17,2,7,228,22,4,157,2,12,185,18,18,13,3,7,34,4,22,6,17,1,144,14,35,185,56,18,18,4,27,2,2,3,12,158,0,37,1,3,20,10,11,11,9,12
1,12,22,78,6,2,72,3,228,1,5,2,3,2,3,2,7,8,5,4,4,4,1,4,380,246,11,0,23,4,4,7,15,0,9,10,1,8,45,3,36,3,9,5,1,2,19,58,4,11,22,9,28,9,0,9,4,3,3,6,3,2,16,10,1,10,2,7,2,2,43,7,41,39,12,0,3,25,18,5,8,9,20,16,5,13,2,32,9,9,3,4,0,11,7,9,3,6,104,5,6,135,2,55,0,0,55,12,4,2,2,1,55,9,189,42,24,4,3,3,51,2,11,0,0,2,67,16,63,6,6,0,8,0,21,0,22,2,7,6,0,13,6,7,7,3,12,16,1,7,1,3,12,113,68,3,24,13,8,25,2,26,2,5,6,10,24,0,69,2,12,2,62,52,1,305,1,5,9,17,82,3,8,12,5,5,60,11,14,47,0,13,192,9,6,15,4,11,4,14,1,3,6,0,52,9,23,153,40,3,7,1,41,6,5,0,14,208,11,15,2,2,12,9,106,11,8,8
5,3,24,19,6,5,38,8,283,10,4,2,6,11,2,1,3,12,3,0,4,6,0,1,574,13,10,28,5,10,5,10,12,4,0,11,4,13,14,7,14,6,7,2,1,0,64,49,1,6,31,13,26,19,3,16,2,4,4,9,6,2,20,3,4,9,0,9,1,7,48,111,6,10,22,2,1,52,33,20,7,6,17,390,4,14,1,62,10,7,12,5,1,20,5,4,8,4,8,6,0,73,1,19,16,0,41,9,5,6,7,1,26,18,24,0,19,4,9,5,41,2,19,0,3,4,70,20,8,0,1,5,14,0,3,1,4,2,0,4,0,10,7,1,2,2,6,37,11,10,6,10,15,73,74,2,48,3,2,12,2,61,5,5,23,15,89,0,2,1,10,6,53,51,2,554,2,16,3,18,63,1,22,22,2,10,154,7,6,150,0,8,13,11,13,15,1,2,3,2,44,3,2,3,208,0,5,96,37,5,17,3,56,5,2,2,14,63,2,17,2,6,13,4,82,33,8,7
7,12,17,18,12,4,100,8,264,1,1,4,7,11,2,2,4,9,3,2,6,13,2,1,342,16,19,30,21,14,8,5,24,7,3,14,3,10,26,3,36,8,3,6,5,1,7,49,2,8,8,12,29,55,8,2,0,2,4,0,19,1,6,5,1,13,0,7,3,2,31,55,21,3,37,12,5,31,6,3,10,5,15,9,7,18,1,25,13,9,2,3,3,9,14,1,4,1,41,16,3,134,0,56,2,0,76,21,26,2,0,1,41,5,179,38,0,6,3,1,8,3,21,1,1,2,37,14,15,4,3,0,11,1,24,1,9,1,1,2,0,11,9,7,4,1,25,32,10,6,4,2,18,87,5,10,29,7,0,12,1,47,2,3,51,21,28,3,14,1,24,1,142,6,1,67,5,38,6,23,20,6,22,4,5,15,68,17,13,66,2,13,164,10,12,14,1,5,17,1,1,3,10,0,1,22,31,46,44,14,34,3,43,3,5,1,38,131,5,24,2,5,6,12,7,102,14,19
40,6,34,29,8,6,61,5,317,0,4,4,4,8,2,5,11,8,1,1,1,4,0,1,88,618,9,0,13,10,2,3,7,8,3,4,1,8,4,15,2,4,9,0,2,4,7,39,1,13,21,8,30,33,5,7,2,1,2,3,5,0,24,3,0,4,1,1,2,2,93,151,18,32,14,4,4,8,29,5,13,9,13,14,7,11,2,21,13,1,2,3,1,24,6,6,3,0,61,9,4,29,2,33,8,0,34,278,1,5,0,5,38,2,29,2,31,0,5,2,52,1,23,0,2,4,45,8,33,2,5,0,13,1,0,1,22,1,1,4,0,4,3,7,4,4,20,28,23,15,10,6,12,128,64,12,45,12,5,20,2,9,9,7,27,21,49,2,56,0,9,1,15,19,2,753,5,11,4,13,79,6,46,12,6,1,75,17,2,98,1,3,139,5,11,5,3,8,5,5,3,2,6,5,138,20,22,33,44,20,26,3,34,11,5,2,7,37,16,23,3,2,10,10,115,71,8,11
13,18,27,87,10,2,41,7,573,8,5,0,9,17,4,4,3,8,3,1,3,8,2,1,463,391,16,18,20,11,3,5,16,15,11,5,3,12,37,5,15,8,12,7,6,2,36,32,2,2,12,19,37,3,0,9,1,6,2,2,3,5,24,6,1,5,0,3,1,3,78,374,15,29,3,1,1,5,25,7,27,9,19,280,5,11,4,55,5,2,4,10,4,33,10,2,10,1,109,16,2,62,3,13,11,0,38,11,15,9,6,4,20,3,189,3,7,3,2,1,61,3,20,3,0,6,9,7,17,1,6,1,7,1,32,2,22,3,3,6,0,8,25,2,1,2,27,32,26,16,8,7,5,92,124,2,139,6,15,2,1,2,9,10,40,67,38,0,54,1,15,0,12,24,4,36,1,10,11,9,65,11,4,10,8,16,99,16,17,1,0,4,99,15,1,11,7,10,39,2,19,6,12,1,1,16,22,138,15,13,23,8,60,11,3,0,16,86,0,16,6,5,5,8,133,65,4,7
5,13,30,117,11,2,94,2,196,13,7,3,2,18,1,3,4,15,5,3,7,12,0,2,117,716,10,33,28,4,8,5,12,20,9,8,5,6,26,1,11,7,12,2,3,2,36,48,1,8,17,45,55,30,5,14,3,4,2,4,20,3,28,2,0,8,3,3,0,1,95,73,20,38,47,12,1,69,34,5,55,2,34,303,7,13,3,17,8,15,4,3,0,29,10,16,5,12,16,12,4,161,2,44,20,0,35,800,20,3,8,5,10,773,315,21,7,6,3,1,4,8,6,1,2,7,50,12,26,1,7,2,19,3,51,1,25,2,3,6,0,8,12,4,6,4,3,75,7,12,6,4,28,142,60,13,52,4,2,13,2,35,15,6,0,16,99,3,30,1,23,1,22,8,2,313,7,19,10,16,30,7,39,9,8,5,43,19,7,5,2,11,237,4,13,17,3,7,16,2,31,3,2,1,68,5,9,231,72,28,44,13,37,17,7,3,15,71,7,16,2,5,2,0,146,79,8,19
6,13,26,58,16,1,84,5,267,1,7,2,4,9,3,5,3,7,4,0,6,5,1,6,64,92,9,24,42,2,3,6,14,1,1,7,3,3,13,3,6,5,17,2,4,2,48,46,4,8,4,14,21,1,2,10,1,2,1,4,8,0,8,1,3,5,0,6,0,3,25,44,2,1,30,9,0,12,15,9,4,3,6,7,3,9,0,50,9,2,4,1,2,6,9,3,2,2,39,11,2,47,0,15,2,0,26,176,12,3,9,3,25,7,30,4,7,1,6,2,17,1,12,0,3,3,36,15,17,0,5,2,27,1,10,1,7,1,7,3,0,3,4,3,6,2,9,8,11,10,13,5,17,36,61,6,4,9,0,4,0,3,4,0,18,31,30,3,59,1,4,0,12,10,2,35,5,47,14,24,29,2,9,4,4,5,115,8,2,63,1,4,15,2,12,17,1,3,5,7,2,2,6,1,31,4,7,98,22,0,22,2,17,6,3,1,16,43,5,14,1,7,7,3,53,5,8,5
23,9,38,108,10,1,65,12,64,1,3,5,1,6,6,4,7,15,1,3,1,11,0,4,364,323,22,1,10,6,8,5,3,6,6,8,3,5,33,8,10,12,3,2,5,0,115,47,9,14,11,29,46,40,5,14,4,1,0,7,18,2,5,8,3,9,2,10,0,3,70,3,20,22,22,6,2,52,12,3,31,7,20,186,4,21,1,25,6,9,4,7,0,60,12,13,6,2,13,20,0,45,3,28,11,0,35,339,17,11,11,5,16,612,17,20,5,5,8,1,9,6,3,0,4,5,40,7,4,0,7,1,2,1,37,2,16,1,2,2,0,7,19,8,4,5,21,8,35,11,11,8,12,139,43,4,50,8,11,9,1,29,12,1,39,10,6,1,105,1,15,0,44,33,2,1014,2,53,10,23,147,6,7,29,1,18,167,35,1,89,6,13,23,1,12,10,6,9,3,1,30,3,7,0,8,51,33,50,12,3,26,2,17,8,2,4,16,5,1,18,0,6,10,8,151,14,2,17
45,21,33,59,10,5,110,7,280,5,11,3,7,5,5,1,5,9,6,2,3,7,0,5,365,323,18,30,37,9,3,9,14,8,2,4,4,8,35,11,14,12,13,1,4,1,10,34,5,12,31,29,105,31,5,8,2,7,3,4,8,1,4,1,1,2,0,17,2,4,73,65,17,51,12,11,2,45,10,21,12,3,29,201,10,12,7,29,13,8,9,1,0,46,27,2,8,11,120,12,8,152,1,9,3,0,74,11,25,0,0,4,97,458,498,92,24,4,6,1,56,7,20,0,0,4,6,13,26,0,0,2,19,1,18,2,25,3,5,2,1,4,6,7,3,2,23,19,21,3,7,22,10,66,2,9,79,10,6,12,5,19,2,6,30,48,38,0,105,2,16,2,95,62,3,156,6,55,10,61,127,4,42,11,1,20,22,12,17,48,2,10,97,14,4,18,6,7,45,13,41,2,11,1,118,7,29,237,65,21,44,3,37,6,0,2,28,103,10,15,2,3,16,5,142,8,12,11
